"Date","Price","Open","High","Low","Vol.","Change %"
"08/21/2020","4,718.84","4,717.79","4,739.48","4,684.81","142.66K","0.85%"
"08/20/2020","4,679.15","4,708.13","4,721.44","4,662.80","158.37K","-1.30%"
"08/19/2020","4,740.68","4,804.67","4,809.05","4,738.01","192.44K","-1.50%"
"08/18/2020","4,812.76","4,816.57","4,825.39","4,788.83","189.14K","-0.05%"
"08/17/2020","4,815.23","4,727.12","4,838.09","4,721.36","268.00K","2.35%"
"08/14/2020","4,704.63","4,627.61","4,708.07","4,617.63","147.29K","1.49%"
"08/13/2020","4,635.71","4,666.49","4,671.77","4,626.10","152.55K","-0.26%"
"08/12/2020","4,647.64","4,668.89","4,681.62","4,566.27","202.89K","-0.73%"
"08/11/2020","4,681.78","4,730.38","4,791.53","4,674.86","205.55K","-0.91%"
"08/10/2020","4,724.87","4,681.76","4,757.66","4,646.29","203.79K","0.36%"
"08/07/2020","4,707.93","4,742.29","4,749.02","4,637.84","213.52K","-1.15%"
"08/06/2020","4,762.76","4,779.24","4,791.86","4,691.16","227.85K","-0.30%"
"08/05/2020","4,777.11","4,761.76","4,786.70","4,711.27","196.70K","0.03%"
"08/04/2020","4,775.80","4,778.49","4,807.08","4,747.77","239.98K","0.09%"
"08/03/2020","4,771.31","4,735.90","4,771.37","4,720.02","214.78K","1.62%"
"07/31/2020","4,695.05","4,652.18","4,741.81","4,621.96","184.84K","0.84%"
"07/30/2020","4,656.15","4,689.76","4,704.63","4,649.77","166.97K","-0.49%"
"07/29/2020","4,679.01","4,559.16","4,680.56","4,548.85","186.70K","2.42%"
"07/28/2020","4,568.26","4,567.67","4,590.25","4,537.69","162.77K","0.88%"
"07/27/2020","4,528.45","4,535.01","4,558.12","4,482.44","171.42K","0.51%"
"07/24/2020","4,505.59","4,679.03","4,691.70","4,479.39","243.91K","-4.39%"
"07/23/2020","4,712.44","4,668.74","4,731.40","4,607.66","234.32K","-0.04%"
"07/22/2020","4,714.45","4,682.66","4,790.45","4,675.35","224.20K","0.50%"
"07/21/2020","4,691.04","4,697.50","4,714.29","4,661.44","200.42K","0.23%"
"07/20/2020","4,680.30","4,597.20","4,681.94","4,534.23","246.07K","2.98%"
"07/17/2020","4,544.70","4,524.77","4,601.37","4,485.82","207.38K","0.63%"
"07/16/2020","4,516.25","4,741.53","4,772.56","4,513.65","284.66K","-4.81%"
"07/15/2020","4,744.47","4,821.52","4,837.48","4,723.36","272.39K","-1.29%"
"07/14/2020","4,806.69","4,836.17","4,860.44","4,729.93","297.24K","-0.95%"
"07/13/2020","4,852.96","4,742.37","4,878.08","4,741.87","321.65K","2.10%"
"07/10/2020","4,753.13","4,796.09","4,821.37","4,734.47","316.95K","-1.81%"
"07/09/2020","4,840.77","4,770.08","4,854.12","4,757.29","351.05K","1.40%"
"07/08/2020","4,774.00","4,692.86","4,803.36","4,670.65","348.08K","1.62%"
"07/07/2020","4,698.13","4,739.61","4,796.32","4,688.06","406.01K","0.60%"
"07/06/2020","4,670.09","4,465.81","4,678.11","4,465.81","405.82K","5.67%"
"07/03/2020","4,419.60","4,353.19","4,419.60","4,348.45","290.49K","1.93%"
"07/02/2020","4,335.84","4,239.41","4,340.10","4,238.12","252.94K","2.07%"
"07/01/2020","4,247.78","4,172.64","4,247.78","4,163.50","169.99K","2.01%"
"06/30/2020","4,163.96","4,130.00","4,174.42","4,129.78","125.93K","1.32%"
"06/29/2020","4,109.72","4,127.93","4,137.37","4,092.54","130.87K","-0.71%"
"06/24/2020","4,138.99","4,128.10","4,144.68","4,123.36","121.71K","0.42%"
"06/23/2020","4,121.79","4,098.04","4,124.73","4,080.75","129.23K","0.48%"
"06/22/2020","4,102.05","4,097.51","4,126.94","4,088.78","155.83K","0.08%"
"06/19/2020","4,098.71","4,047.05","4,109.36","4,043.49","152.95K","1.34%"
"06/18/2020","4,044.38","4,009.78","4,047.56","4,000.90","138.15K","0.67%"
"06/17/2020","4,017.59","4,018.61","4,018.61","3,992.13","105.61K","0.08%"
"06/16/2020","4,014.57","3,995.58","4,014.57","3,987.86","111.05K","1.51%"
"06/15/2020","3,954.99","3,982.97","4,007.14","3,954.99","131.30K","-1.20%"
"06/12/2020","4,003.08","3,931.62","4,011.06","3,927.25","134.17K","0.18%"
"06/11/2020","3,995.88","4,031.74","4,043.01","3,979.75","127.31K","-1.08%"
"06/10/2020","4,039.71","4,046.23","4,046.23","4,024.42","112.27K","-0.18%"
"06/09/2020","4,047.03","4,027.56","4,052.16","4,016.34","115.30K","0.62%"
"06/08/2020","4,021.95","4,023.61","4,050.22","4,016.10","137.93K","0.52%"
"06/05/2020","4,001.25","3,988.22","4,001.25","3,967.93","102.44K","0.48%"
"06/04/2020","3,982.19","3,998.16","3,999.81","3,968.57","104.28K","-0.04%"
"06/03/2020","3,983.65","4,001.17","4,018.68","3,982.93","136.60K","0.00%"
"06/02/2020","3,983.57","3,969.95","3,991.78","3,958.98","144.30K","0.31%"
"06/01/2020","3,971.34","3,901.73","3,976.32","3,901.73","136.46K","2.70%"
"05/29/2020","3,867.02","3,838.38","3,872.30","3,830.42","93.81K","0.27%"
"05/28/2020","3,856.63","3,848.49","3,885.42","3,818.43","93.06K","0.29%"
"05/27/2020","3,845.61","3,873.70","3,873.70","3,838.42","83.71K","-0.70%"
"05/26/2020","3,872.77","3,850.00","3,874.75","3,844.48","77.45K","1.13%"
"05/25/2020","3,829.32","3,828.32","3,835.63","3,800.18","79.03K","0.14%"
"05/22/2020","3,824.06","3,907.58","3,907.58","3,818.15","103.38K","-2.29%"
"05/21/2020","3,913.79","3,950.60","3,951.74","3,907.58","94.86K","-0.54%"
"05/20/2020","3,935.22","3,955.71","3,955.71","3,923.92","100.79K","-0.53%"
"05/19/2020","3,956.25","3,963.78","3,966.85","3,944.07","94.02K","0.85%"
"05/18/2020","3,922.91","3,914.66","3,946.43","3,898.40","112.80K","0.26%"
"05/15/2020","3,912.82","3,941.13","3,945.20","3,907.40","92.62K","-0.32%"
"05/14/2020","3,925.22","3,952.20","3,952.20","3,924.05","88.53K","-1.08%"
"05/13/2020","3,968.25","3,946.64","3,972.53","3,932.57","88.19K","0.20%"
"05/12/2020","3,960.24","3,961.34","3,970.11","3,930.21","98.25K","0.00%"
"05/11/2020","3,960.18","3,974.76","3,998.10","3,944.50","122.67K","-0.09%"
"05/08/2020","3,963.62","3,943.00","3,979.66","3,935.98","116.94K","0.99%"
"05/07/2020","3,924.89","3,937.59","3,941.48","3,915.90","105.52K","-0.29%"
"05/06/2020","3,936.25","3,867.26","3,937.69","3,865.99","139.86K","0.61%"
"04/30/2020","3,912.58","3,880.41","3,921.70","3,880.41","132.92K","1.18%"
"04/29/2020","3,867.03","3,837.51","3,880.74","3,833.72","95.86K","0.46%"
"04/28/2020","3,849.15","3,835.35","3,859.68","3,768.20","122.09K","0.69%"
"04/27/2020","3,822.77","3,808.02","3,842.87","3,793.77","95.46K","0.68%"
"04/24/2020","3,796.97","3,826.31","3,827.21","3,787.07","94.84K","-0.86%"
"04/23/2020","3,829.75","3,851.91","3,857.47","3,826.56","95.51K","-0.25%"
"04/22/2020","3,839.38","3,789.13","3,839.38","3,782.21","85.90K","0.82%"
"04/21/2020","3,808.05","3,838.23","3,838.23","3,780.00","102.92K","-1.18%"
"04/20/2020","3,853.46","3,845.46","3,853.80","3,831.55","100.01K","0.36%"
"04/17/2020","3,839.49","3,831.92","3,863.45","3,821.42","132.00K","0.98%"
"04/16/2020","3,802.38","3,777.80","3,807.36","3,774.56","95.95K","0.13%"
"04/15/2020","3,797.36","3,820.85","3,829.80","3,793.44","108.46K","-0.74%"
"04/14/2020","3,825.70","3,777.83","3,825.76","3,764.98","110.64K","1.93%"
"04/13/2020","3,753.26","3,751.71","3,769.88","3,740.19","79.05K","-0.42%"
"04/10/2020","3,769.18","3,794.84","3,824.74","3,758.96","102.45K","-0.62%"
"04/09/2020","3,792.81","3,798.49","3,801.72","3,785.31","100.49K","0.33%"
"04/08/2020","3,780.34","3,776.42","3,793.00","3,767.29","111.39K","-0.47%"
"04/07/2020","3,798.02","3,779.91","3,803.63","3,772.21","142.78K","2.28%"
"04/03/2020","3,713.22","3,721.48","3,738.83","3,698.98","99.83K","-0.57%"
"04/02/2020","3,734.53","3,656.32","3,734.53","3,652.32","115.17K","1.62%"
"04/01/2020","3,675.08","3,682.30","3,731.78","3,670.97","119.35K","-0.30%"
"03/31/2020","3,686.16","3,708.14","3,716.07","3,676.20","111.45K","0.33%"
"03/30/2020","3,674.11","3,657.46","3,690.64","3,637.59","126.88K","-0.97%"
"03/27/2020","3,710.06","3,746.39","3,758.78","3,709.92","124.06K","0.32%"
"03/26/2020","3,698.05","3,692.61","3,736.25","3,681.27","112.31K","-0.66%"
"03/25/2020","3,722.52","3,711.48","3,732.65","3,685.99","153.50K","2.69%"
"03/24/2020","3,625.11","3,598.65","3,627.76","3,545.45","143.10K","2.69%"
"03/23/2020","3,530.31","3,542.68","3,585.80","3,523.79","137.11K","-3.36%"
"03/20/2020","3,653.22","3,629.51","3,663.95","3,588.78","139.60K","1.79%"
"03/19/2020","3,589.09","3,623.79","3,647.99","3,503.19","180.81K","-1.30%"
"03/18/2020","3,636.26","3,729.69","3,775.85","3,636.26","155.04K","-1.98%"
"03/17/2020","3,709.68","3,739.78","3,786.89","3,618.31","166.25K","-0.49%"
"03/16/2020","3,727.84","3,899.86","3,899.86","3,720.51","185.97K","-4.30%"
"03/13/2020","3,895.31","3,771.01","3,937.18","3,765.15","188.30K","-1.41%"
"03/12/2020","3,950.91","3,976.11","3,987.43","3,926.27","157.06K","-1.92%"
"03/11/2020","4,028.43","4,090.93","4,091.27","4,028.40","161.66K","-1.33%"
"03/10/2020","4,082.73","3,975.23","4,093.00","3,954.75","197.42K","2.14%"
"03/09/2020","3,997.13","4,063.08","4,063.08","3,995.13","208.10K","-3.42%"
"03/06/2020","4,138.51","4,158.20","4,181.31","4,135.39","172.48K","-1.62%"
"03/05/2020","4,206.73","4,150.21","4,215.85","4,127.04","231.82K","2.23%"
"03/04/2020","4,115.05","4,078.50","4,115.26","4,060.73","182.43K","0.58%"
"03/03/2020","4,091.36","4,125.14","4,147.65","4,067.91","219.37K","0.53%"
"03/02/2020","4,069.67","3,968.84","4,092.54","3,968.84","219.31K","3.29%"
"02/28/2020","3,940.05","3,988.73","4,031.15","3,928.07","230.28K","-3.55%"
"02/27/2020","4,084.88","4,084.08","4,110.53","4,067.44","181.29K","0.29%"
"02/26/2020","4,073.02","4,070.10","4,132.78","4,061.12","261.09K","-1.23%"
"02/25/2020","4,123.85","4,066.30","4,126.71","4,020.91","244.17K","-0.22%"
"02/24/2020","4,132.84","4,131.84","4,149.01","4,097.18","212.87K","-0.40%"
"02/21/2020","4,149.49","4,134.87","4,184.44","4,130.17","217.21K","0.12%"
"02/20/2020","4,144.66","4,062.90","4,148.53","4,055.81","212.23K","2.30%"
"02/19/2020","4,051.31","4,049.59","4,085.17","4,042.85","169.05K","-0.15%"
"02/18/2020","4,057.51","4,069.83","4,076.39","4,027.79","163.24K","-0.49%"
"02/17/2020","4,077.42","3,999.65","4,077.45","3,999.65","182.78K","2.25%"
"02/14/2020","3,987.73","3,954.23","4,001.56","3,954.02","143.24K","0.70%"
"02/13/2020","3,959.92","3,985.88","3,999.55","3,950.14","145.00K","-0.62%"
"02/12/2020","3,984.43","3,945.67","3,984.43","3,940.67","126.71K","0.81%"
"02/11/2020","3,952.46","3,926.42","3,970.52","3,915.71","143.44K","0.93%"
"02/10/2020","3,916.01","3,872.37","3,920.17","3,861.01","148.41K","0.41%"
"02/07/2020","3,899.87","3,879.55","3,899.88","3,849.71","151.73K","0.00%"
"02/06/2020","3,899.78","3,841.75","3,914.91","3,806.96","176.46K","1.86%"
"02/05/2020","3,828.53","3,801.10","3,866.01","3,781.61","174.93K","1.13%"
"02/04/2020","3,785.64","3,652.00","3,786.86","3,652.00","213.93K","2.64%"
"02/03/2020","3,688.36","3,639.91","3,732.16","3,639.91","157.56K","-7.88%"
"01/23/2020","4,003.90","4,093.32","4,103.52","3,972.39","160.36K","-3.10%"
"01/22/2020","4,131.93","4,093.80","4,141.18","4,046.49","126.76K","0.43%"
"01/21/2020","4,114.31","4,165.02","4,165.02","4,113.33","130.53K","-1.71%"
"01/20/2020","4,185.83","4,170.74","4,185.96","4,149.49","122.41K","0.75%"
"01/17/2020","4,154.85","4,162.19","4,177.03","4,141.64","98.73K","0.14%"
"01/16/2020","4,149.04","4,174.82","4,175.29","4,142.18","100.27K","-0.42%"
"01/15/2020","4,166.73","4,186.88","4,193.87","4,150.88","104.63K","-0.55%"
"01/14/2020","4,189.89","4,215.16","4,223.51","4,188.08","129.32K","-0.34%"
"01/13/2020","4,203.99","4,166.93","4,203.99","4,148.60","119.69K","0.98%"
"01/10/2020","4,163.18","4,177.58","4,180.98","4,148.48","113.03K","-0.03%"
"01/09/2020","4,164.37","4,145.53","4,165.66","4,143.59","136.89K","1.27%"
"01/08/2020","4,112.32","4,139.63","4,149.81","4,101.98","167.59K","-1.15%"
"01/07/2020","4,160.23","4,137.40","4,161.25","4,135.10","139.49K","0.75%"
"01/06/2020","4,129.30","4,120.52","4,170.64","4,102.38","175.31K","-0.38%"
"01/03/2020","4,144.96","4,161.22","4,164.30","4,131.86","142.83K","-0.18%"
"01/02/2020","4,152.24","4,121.35","4,172.66","4,121.35","182.12K","1.36%"
"12/31/2019","4,096.58","4,077.75","4,098.14","4,069.01","123.26K","0.37%"
"12/30/2019","4,081.63","4,015.52","4,083.69","4,001.50","155.97K","1.48%"
"12/27/2019","4,022.03","4,029.25","4,066.80","4,019.72","150.93K","-0.10%"
"12/26/2019","4,025.99","3,993.67","4,025.99","3,993.54","108.86K","0.88%"
"12/25/2019","3,990.87","3,988.66","4,000.56","3,976.36","94.94K","-0.05%"
"12/24/2019","3,992.96","3,971.56","3,994.51","3,963.67","95.99K","0.65%"
"12/23/2019","3,967.10","4,014.69","4,032.17","3,964.38","122.82K","-1.25%"
"12/20/2019","4,017.25","4,032.15","4,046.73","4,014.93","121.27K","-0.25%"
"12/19/2019","4,027.15","4,034.62","4,038.54","4,014.90","117.90K","-0.14%"
"12/18/2019","4,032.78","4,039.72","4,057.64","4,025.34","151.35K","-0.22%"
"12/17/2019","4,041.80","3,987.74","4,067.14","3,984.52","201.16K","1.36%"
"12/16/2019","3,987.55","3,970.71","3,987.59","3,953.51","148.49K","0.49%"
"12/13/2019","3,968.22","3,928.00","3,969.46","3,925.28","148.57K","1.98%"
"12/12/2019","3,891.02","3,908.45","3,908.45","3,886.12","84.71K","-0.30%"
"12/11/2019","3,902.75","3,907.16","3,909.39","3,890.34","99.77K","0.06%"
"12/10/2019","3,900.38","3,886.44","3,900.96","3,882.09","86.26K","0.13%"
"12/09/2019","3,895.45","3,909.53","3,911.97","3,885.25","95.35K","-0.18%"
"12/06/2019","3,902.39","3,885.06","3,902.39","3,878.70","78.65K","0.59%"
"12/05/2019","3,879.36","3,863.61","3,883.40","3,859.82","89.05K","0.77%"
"12/04/2019","3,849.82","3,841.66","3,852.99","3,831.07","79.68K","-0.03%"
"12/03/2019","3,851.09","3,829.21","3,851.12","3,811.63","73.61K","0.39%"
"12/02/2019","3,836.06","3,835.51","3,854.75","3,829.31","77.41K","0.19%"
"11/29/2019","3,828.67","3,857.19","3,861.66","3,804.83","74.14K","-0.87%"
"11/28/2019","3,862.30","3,877.90","3,887.69","3,852.01","65.23K","-0.34%"
"11/27/2019","3,875.62","3,883.43","3,889.98","3,862.70","76.44K","-0.41%"
"11/26/2019","3,891.65","3,893.43","3,899.11","3,869.59","111.51K","0.35%"
"11/25/2019","3,878.21","3,850.97","3,878.25","3,839.42","106.07K","0.73%"
"11/22/2019","3,849.99","3,894.17","3,918.84","3,833.50","91.04K","-1.02%"
"11/21/2019","3,889.60","3,894.54","3,901.83","3,875.97","69.13K","-0.47%"
"11/20/2019","3,907.86","3,940.13","3,943.23","3,901.99","76.82K","-0.99%"
"11/19/2019","3,947.04","3,904.10","3,947.04","3,902.38","82.16K","1.00%"
"11/18/2019","3,907.93","3,874.44","3,913.10","3,868.32","76.65K","0.80%"
"11/15/2019","3,877.09","3,908.49","3,915.10","3,877.09","83.73K","-0.74%"
"11/14/2019","3,905.86","3,905.93","3,916.95","3,895.14","87.01K","0.15%"
"11/13/2019","3,899.98","3,905.28","3,908.42","3,882.43","76.75K","-0.10%"
"11/12/2019","3,903.69","3,905.96","3,914.88","3,877.74","76.54K","0.02%"
"11/11/2019","3,902.98","3,948.62","3,948.62","3,897.55","94.16K","-1.76%"
"11/08/2019","3,973.01","4,017.67","4,022.04","3,971.57","97.11K","-0.47%"
"11/07/2019","3,991.87","3,984.55","4,005.38","3,975.55","87.26K","0.18%"
"11/06/2019","3,984.88","4,006.33","4,007.50","3,973.78","97.31K","-0.45%"
"11/05/2019","4,002.81","3,982.12","4,030.64","3,970.87","112.91K","0.62%"
"11/04/2019","3,978.12","3,964.01","3,985.36","3,964.01","104.19K","0.65%"
"11/01/2019","3,952.39","3,883.81","3,956.08","3,876.42","100.69K","1.69%"
"10/31/2019","3,886.75","3,906.86","3,907.15","3,878.88","86.72K","-0.12%"
"10/30/2019","3,891.23","3,904.72","3,908.10","3,883.45","77.87K","-0.49%"
"10/29/2019","3,910.23","3,929.71","3,932.37","3,910.23","82.26K","-0.42%"
"10/28/2019","3,926.59","3,904.98","3,927.80","3,897.82","97.41K","0.76%"
"10/25/2019","3,896.79","3,871.77","3,899.72","3,849.03","77.45K","0.67%"
"10/24/2019","3,870.67","3,877.92","3,890.20","3,852.58","71.34K","-0.01%"
"10/23/2019","3,871.08","3,892.68","3,901.42","3,862.20","70.20K","-0.64%"
"10/22/2019","3,895.88","3,896.31","3,897.44","3,870.55","68.92K","0.39%"
"10/21/2019","3,880.84","3,865.34","3,884.74","3,856.04","74.18K","0.30%"
"10/18/2019","3,869.38","3,935.42","3,940.54","3,864.97","82.32K","-1.42%"
"10/17/2019","3,925.22","3,929.39","3,935.81","3,913.92","64.86K","0.06%"
"10/16/2019","3,922.69","3,939.28","3,964.05","3,919.02","83.23K","-0.34%"
"10/15/2019","3,936.25","3,953.16","3,953.16","3,928.15","85.27K","-0.43%"
"10/14/2019","3,953.24","3,944.86","3,983.81","3,934.73","122.39K","1.06%"
"10/11/2019","3,911.73","3,885.52","3,922.37","3,868.84","93.41K","0.96%"
"10/10/2019","3,874.64","3,838.49","3,877.14","3,829.43","79.22K","0.82%"
"10/09/2019","3,843.24","3,822.61","3,845.34","3,805.07","75.86K","0.14%"
"10/08/2019","3,837.68","3,818.59","3,861.64","3,818.59","76.66K","0.61%"
"09/30/2019","3,814.53","3,842.07","3,857.23","3,813.55","65.93K","-0.99%"
"09/27/2019","3,852.65","3,843.46","3,859.50","3,832.25","74.00K","0.30%"
"09/26/2019","3,841.14","3,884.70","3,890.75","3,840.25","102.70K","-0.77%"
"09/25/2019","3,870.98","3,887.55","3,889.84","3,867.23","89.52K","-0.77%"
"09/24/2019","3,901.08","3,895.87","3,927.01","3,886.14","87.78K","0.27%"
"09/23/2019","3,890.66","3,925.19","3,925.19","3,868.21","94.04K","-1.14%"
"09/20/2019","3,935.65","3,933.46","3,942.22","3,921.41","103.46K","0.29%"
"09/19/2019","3,924.38","3,923.96","3,924.38","3,897.07","85.98K","0.37%"
"09/18/2019","3,910.08","3,902.99","3,923.15","3,902.51","82.06K","0.48%"
"09/17/2019","3,891.22","3,947.16","3,947.16","3,879.49","113.69K","-1.68%"
"09/16/2019","3,957.72","3,981.36","3,982.20","3,943.37","110.26K","-0.37%"
"09/12/2019","3,972.38","3,944.69","3,975.93","3,933.44","110.24K","1.08%"
"09/11/2019","3,930.10","3,969.68","3,971.22","3,922.95","131.60K","-0.74%"
"09/10/2019","3,959.26","3,976.87","3,976.92","3,938.74","130.89K","-0.34%"
"09/09/2019","3,972.95","3,980.96","3,985.24","3,954.88","146.81K","0.62%"
"09/06/2019","3,948.51","3,946.69","3,948.54","3,922.34","121.88K","0.59%"
"09/05/2019","3,925.32","3,909.21","3,970.00","3,909.21","181.66K","1.01%"
"09/04/2019","3,886.00","3,848.65","3,886.00","3,846.42","126.63K","0.84%"
"09/03/2019","3,853.61","3,852.58","3,856.68","3,833.76","97.72K","0.14%"
"09/02/2019","3,848.32","3,803.69","3,855.78","3,799.82","110.29K","1.28%"
"08/30/2019","3,799.59","3,816.68","3,828.97","3,778.92","96.70K","0.25%"
"08/29/2019","3,790.19","3,805.49","3,808.60","3,774.40","84.08K","-0.33%"
"08/28/2019","3,802.58","3,818.81","3,822.59","3,790.14","88.75K","-0.38%"
"08/27/2019","3,816.95","3,791.46","3,848.24","3,790.87","124.73K","1.36%"
"08/26/2019","3,765.91","3,756.36","3,778.87","3,753.16","93.86K","-1.44%"
"08/23/2019","3,820.86","3,796.88","3,829.36","3,788.03","87.96K","0.72%"
"08/22/2019","3,793.51","3,793.86","3,797.33","3,771.20","85.81K","0.31%"
"08/21/2019","3,781.76","3,778.31","3,792.60","3,775.45","82.30K","-0.16%"
"08/20/2019","3,787.73","3,786.03","3,799.90","3,778.73","108.60K","-0.09%"
"08/19/2019","3,791.09","3,736.03","3,791.09","3,720.69","139.33K","2.17%"
"08/16/2019","3,710.54","3,697.94","3,738.10","3,687.08","88.32K","0.45%"
"08/15/2019","3,694.00","3,618.01","3,694.30","3,612.11","88.60K","0.32%"
"08/14/2019","3,682.40","3,712.07","3,717.56","3,680.61","91.20K","0.45%"
"08/13/2019","3,665.75","3,675.59","3,686.43","3,658.01","76.50K","-0.90%"
"08/12/2019","3,699.10","3,647.87","3,699.10","3,643.32","82.08K","1.80%"
"08/09/2019","3,633.53","3,686.75","3,689.18","3,628.12","85.30K","-0.97%"
"08/08/2019","3,669.29","3,651.36","3,675.46","3,646.94","88.46K","1.32%"
"08/07/2019","3,621.43","3,654.63","3,659.08","3,621.43","84.24K","-0.41%"
"08/06/2019","3,636.33","3,609.11","3,649.90","3,575.86","129.83K","-1.07%"
"08/05/2019","3,675.69","3,724.41","3,739.50","3,675.69","101.33K","-1.91%"
"08/02/2019","3,747.44","3,729.13","3,754.53","3,720.06","108.34K","-1.47%"
"08/01/2019","3,803.47","3,819.32","3,831.26","3,791.55","84.11K","-0.83%"
"07/31/2019","3,835.36","3,856.74","3,856.74","3,830.09","82.15K","-0.90%"
"07/30/2019","3,870.32","3,861.57","3,890.73","3,861.57","94.12K","0.42%"
"07/29/2019","3,854.27","3,857.94","3,862.75","3,842.43","84.81K","-0.11%"
"07/26/2019","3,858.57","3,835.23","3,863.59","3,832.52","83.26K","0.19%"
"07/25/2019","3,851.07","3,821.39","3,851.07","3,812.95","93.74K","0.82%"
"07/24/2019","3,819.83","3,803.59","3,840.06","3,803.57","90.94K","0.79%"
"07/23/2019","3,789.91","3,783.54","3,792.96","3,768.76","71.31K","0.22%"
"07/22/2019","3,781.68","3,813.50","3,816.54","3,765.44","92.10K","-0.69%"
"07/19/2019","3,807.96","3,787.51","3,828.15","3,787.51","88.09K","1.05%"
"07/18/2019","3,768.40","3,793.19","3,793.39","3,768.00","87.50K","-0.95%"
"07/17/2019","3,804.64","3,800.11","3,820.27","3,787.90","95.18K","-0.06%"
"07/16/2019","3,806.84","3,819.25","3,828.33","3,799.87","80.73K","-0.45%"
"07/15/2019","3,824.19","3,792.64","3,844.87","3,745.85","101.21K","0.41%"
"07/12/2019","3,808.73","3,783.07","3,820.24","3,774.52","75.47K","0.62%"
"07/11/2019","3,785.22","3,806.19","3,830.74","3,774.41","75.31K","-0.04%"
"07/10/2019","3,786.74","3,807.95","3,810.40","3,774.23","72.83K","-0.17%"
"07/09/2019","3,793.13","3,798.10","3,811.10","3,774.76","74.84K","-0.25%"
"07/08/2019","3,802.79","3,875.75","3,875.75","3,775.03","109.54K","-2.32%"
"07/05/2019","3,893.20","3,875.37","3,900.31","3,857.93","74.01K","0.52%"
"07/04/2019","3,873.10","3,895.20","3,906.89","3,854.69","99.34K","-0.52%"
"07/03/2019","3,893.53","3,927.44","3,927.44","3,878.84","111.99K","-1.11%"
"07/02/2019","3,937.17","3,931.05","3,942.43","3,918.94","131.86K","0.03%"
"07/01/2019","3,935.81","3,899.33","3,936.67","3,886.91","158.37K","2.88%"
"06/28/2019","3,825.59","3,832.06","3,835.23","3,803.05","84.77K","-0.24%"
"06/27/2019","3,834.82","3,807.54","3,854.08","3,805.83","105.32K","1.07%"
"06/26/2019","3,794.33","3,779.51","3,809.76","3,771.72","81.82K","-0.18%"
"06/25/2019","3,801.31","3,837.43","3,838.06","3,755.01","124.08K","-1.04%"
"06/24/2019","3,841.27","3,836.31","3,853.55","3,819.77","100.09K","0.19%"
"06/21/2019","3,833.94","3,832.73","3,856.09","3,817.31","153.64K","0.14%"
"06/20/2019","3,828.52","3,718.94","3,845.79","3,717.19","168.87K","3.03%"
"06/19/2019","3,715.94","3,761.34","3,771.35","3,715.13","125.60K","1.32%"
"06/18/2019","3,667.62","3,661.13","3,675.65","3,638.78","70.69K","0.35%"
"06/17/2019","3,654.82","3,654.44","3,683.77","3,645.50","72.98K","0.00%"
"06/14/2019","3,654.88","3,690.48","3,709.65","3,650.91","101.82K","-0.83%"
"06/13/2019","3,685.39","3,689.58","3,697.59","3,654.27","96.33K","-0.15%"
"06/12/2019","3,691.10","3,706.86","3,711.88","3,683.94","119.18K","-0.76%"
"06/11/2019","3,719.28","3,617.52","3,723.14","3,617.52","143.48K","3.01%"
"06/10/2019","3,610.74","3,578.01","3,623.73","3,568.28","92.38K","1.29%"
"06/06/2019","3,564.68","3,601.04","3,601.04","3,557.02","85.53K","-0.90%"
"06/05/2019","3,597.11","3,627.79","3,634.45","3,593.95","88.64K","-0.04%"
"06/04/2019","3,598.47","3,632.56","3,636.13","3,584.46","87.10K","-0.92%"
"06/03/2019","3,632.01","3,640.61","3,672.81","3,613.13","100.72K","0.06%"
"05/31/2019","3,629.79","3,641.00","3,668.18","3,627.54","89.22K","-0.31%"
"05/30/2019","3,641.18","3,648.85","3,650.97","3,612.62","94.20K","-0.62%"
"05/29/2019","3,663.91","3,642.54","3,693.23","3,637.35","93.36K","-0.23%"
"05/28/2019","3,672.26","3,633.02","3,683.23","3,627.79","117.89K","0.96%"
"05/27/2019","3,637.20","3,592.60","3,648.03","3,556.26","108.83K","1.20%"
"05/24/2019","3,593.91","3,584.90","3,623.39","3,580.79","80.93K","0.28%"
"05/23/2019","3,583.96","3,629.53","3,631.47","3,578.11","99.90K","-1.79%"
"05/22/2019","3,649.38","3,663.15","3,679.27","3,634.75","98.35K","-0.47%"
"05/21/2019","3,666.78","3,619.44","3,690.09","3,610.68","111.02K","1.35%"
"05/20/2019","3,617.79","3,635.74","3,644.50","3,583.83","108.96K","-0.85%"
"05/17/2019","3,648.76","3,744.88","3,745.36","3,637.58","128.45K","-2.54%"
"05/16/2019","3,743.96","3,720.04","3,745.14","3,707.90","116.26K","0.45%"
"05/15/2019","3,727.09","3,674.99","3,741.04","3,674.99","110.16K","2.25%"
"05/14/2019","3,645.15","3,630.44","3,683.26","3,630.44","102.31K","-0.64%"
"05/13/2019","3,668.73","3,675.76","3,702.90","3,658.00","103.39K","-1.65%"
"05/10/2019","3,730.45","3,643.06","3,732.92","3,589.29","148.00K","3.63%"
"05/09/2019","3,599.70","3,637.35","3,656.90","3,584.82","101.04K","-1.85%"
"05/08/2019","3,667.46","3,648.55","3,722.93","3,642.50","112.87K","-1.43%"
"05/07/2019","3,720.67","3,702.27","3,738.18","3,671.83","132.85K","0.98%"
"05/06/2019","3,684.62","3,775.08","3,791.61","3,647.14","197.47K","-5.84%"
"04/30/2019","3,913.21","3,887.18","3,923.11","3,885.15","116.23K","0.33%"
